name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s),busy(s),started(s)
fasta,julia,7,2500000,1189,1.531,349812,0,29% 49% 50% 48%,0.876,1.558,0.000
fasta,julia,7,25000000,1189,4.725,375404,0,65% 61% 60% 76%,1.814,4.785,0.000
fasta,julia,7,25000000,1189,4.811,367500,0,48% 61% 80% 76%,1.823,4.870,0.000
fasta,julia,7,25000000,1189,4.988,422024,0,68% 71% 64% 61%,1.901,5.060,0.000
fasta,julia,7,25000000,1189,4.507,368872,0,66% 55% 75% 58%,1.779,4.559,0.000
fasta,julia,7,25000000,1189,4.613,377908,0,70% 53% 70% 59%,1.849,4.698,0.000
fasta,julia,7,25000000,1189,4.954,477380,0,64% 54% 75% 71%,1.887,5.024,0.000
fasta,openj9,2,250000,1259,0.793,58920,0,1% 11% 2% 31%,1.852,0.861,0.000
fasta,openj9,2,2500000,1259,1.100,63872,0,10% 95% 12% 1%,0.938,1.128,0.000
fasta,openj9,2,25000000,1259,5.863,63348,0,0% 6% 0% 97%,5.630,5.951,0.000
fasta,openj9,2,25000000,1259,5.483,63340,0,62% 37% 4% 1%,5.263,5.568,0.000
fasta,openj9,2,25000000,1259,5.553,63240,0,96% 5% 0% 3%,5.327,5.684,0.000
fasta,openj9,2,25000000,1259,5.568,63388,0,4% 0% 99% 0%,5.338,5.642,0.000
fasta,openj9,2,25000000,1259,5.557,63440,0,99% 4% 0% 1%,5.347,5.657,0.000
fasta,openj9,2,25000000,1259,5.535,63484,0,78% 20% 0% 7%,5.313,5.632,0.000
fasta,mri,2,250000,747,4.368,19688,0,61% 33% 0% 1%,4.636,4.497,0.000
fasta,mri,2,2500000,747,44.213,32636,0,0% 0% 100% 0%,44.215,44.525,0.000
fasta,mri,2,25000000,747,429.132,248360,0,100% 0% 0% 0%,429.157,430.444,0.000
fasta,node,1,250000,815,0.754,54212,0,7% 21% 3% 2%,2.303,0.815,0.000
fasta,node,1,2500000,815,4.510,54824,0,1% 98% 0% 3%,4.414,4.564,0.000
fasta,node,1,25000000,815,45.139,56360,0,16% 74% 8% 0%,45.026,45.251,0.000
fasta,node,1,25000000,815,40.035,56252,0,5% 44% 23% 27%,39.638,40.153,0.000
fasta,node,1,25000000,815,40.281,55960,0,0% 99% 0% 0%,39.879,40.358,0.000
fasta,node,1,25000000,815,40.221,56216,0,0% 99% 0% 0%,39.816,40.374,0.000
fasta,node,1,25000000,815,39.851,56032,0,0% 76% 23% 0%,39.456,39.969,0.000
fasta,node,1,25000000,815,39.929,56616,0,20% 33% 47% 0%,39.533,40.047,0.000
fasta,ghc,2,250000,1323,0.207,23168,0,20% 19% 19% 32%,0.252,0.228,0.000
fasta,ghc,2,2500000,1323,1.900,59008,0,67% 72% 61% 83%,0.694,1.981,0.000
fasta,ghc,2,25000000,1323,18.973,439168,0,61% 75% 72% 73%,6.926,19.574,0.000
fasta,ghc,2,25000000,1323,18.717,438272,0,65% 91% 68% 63%,6.667,19.228,0.000
fasta,ghc,2,25000000,1323,18.626,439040,0,85% 74% 66% 63%,6.599,19.156,0.000
fasta,ghc,2,25000000,1323,18.691,439296,0,69% 75% 78% 67%,6.685,19.354,0.000
fasta,ghc,2,25000000,1323,18.700,440192,0,65% 72% 86% 65%,6.672,19.263,0.000
fasta,ghc,2,25000000,1323,18.813,439552,0,70% 66% 63% 86%,6.746,19.354,0.000
fasta,ruby,2,250000,747,1.161,25984,0,0% 0% 0% 67%,1.713,1.182,0.000
fasta,ruby,2,2500000,747,9.569,39552,0,0% 100% 0% 0%,9.573,9.621,0.000
fasta,ruby,2,25000000,747,95.394,147516,0,0% 0% 100% 0%,95.402,95.784,0.000
fasta,ruby,2,25000000,747,94.573,147408,0,9% 90% 0% 0%,94.581,94.959,0.000
fasta,ruby,2,25000000,747,94.445,147428,0,0% 100% 0% 0%,94.453,94.831,0.000
fasta,ruby,2,25000000,747,94.544,147292,0,0% 100% 0% 0%,94.553,94.931,0.000
fasta,ruby,2,25000000,747,94.963,147312,0,0% 100% 0% 0%,94.972,95.542,0.000
fasta,ruby,2,25000000,747,95.281,147348,0,0% 100% 0% 0%,95.291,95.576,0.000
fasta,java,6,250000,2549,0.371,44464,0,4% 6% 11% 6%,1.456,0.414,0.000
fasta,java,6,2500000,2549,0.591,45184,0,66% 59% 72% 77%,0.219,0.603,0.000
fasta,java,6,25000000,2549,3.825,48260,0,71% 59% 77% 87%,1.308,3.875,0.000
fasta,java,6,25000000,2549,3.726,48136,0,71% 82% 78% 76%,1.218,3.765,0.000
fasta,java,6,25000000,2549,3.730,48232,0,89% 72% 76% 78%,1.189,3.768,0.000
fasta,java,6,25000000,2549,3.738,48364,0,84% 75% 78% 81%,1.180,3.764,0.000
fasta,java,6,25000000,2549,3.727,48116,0,83% 75% 73% 80%,1.202,3.754,0.000
fasta,java,6,25000000,2549,3.776,48212,0,83% 87% 73% 73%,1.195,3.801,0.000
fasta,gcc,8,250000,1299,0.038,19684,0,20% 0% 0% 100%,0.039,0.047,0.000
fasta,gcc,8,2500000,1299,0.303,19684,0,0% 0% 0% 100%,0.304,0.304,0.000
fasta,gcc,8,25000000,1299,2.954,19684,0,0% 0% 100% 0%,2.954,2.972,0.000
fasta,gcc,8,25000000,1299,2.786,19684,0,100% 0% 0% 0%,2.787,2.798,0.000
fasta,gcc,8,25000000,1299,2.788,19684,0,100% 0% 2% 0%,2.789,2.859,0.000
fasta,gcc,8,25000000,1299,2.788,19684,0,99% 0% 1% 0%,2.790,2.849,0.000
fasta,gcc,8,25000000,1299,2.785,19684,0,100% 0% 1% 0%,2.787,2.837,0.000
fasta,gcc,8,25000000,1299,2.796,19684,0,0% 100% 1% 1%,2.796,2.858,0.000
fasta,gpp,6,250000,2326,0.059,19712,0,12% 30% 30% 22%,0.083,0.079,0.000
fasta,gpp,6,2500000,2326,0.429,19712,0,100% 100% 84% 84%,0.120,0.444,0.000
fasta,gpp,6,25000000,2326,4.028,19712,0,94% 95% 94% 94%,1.074,4.064,0.000
fasta,gpp,6,25000000,2326,3.890,19712,0,90% 89% 89% 90%,1.083,3.901,0.000
fasta,gpp,6,25000000,2326,3.851,19712,0,90% 90% 90% 90%,1.069,3.876,0.000
fasta,gpp,6,25000000,2326,3.932,19712,0,89% 90% 89% 89%,1.113,3.991,0.000
fasta,gpp,6,25000000,2326,3.861,19712,0,89% 90% 90% 90%,1.077,3.894,0.000
fasta,gpp,6,25000000,2326,3.957,19712,0,90% 91% 89% 91%,1.106,4.003,0.000
fasta,rust,5,250000,1963,0.039,19072,0,50% 66% 50% 50%,0.024,0.051,0.000
fasta,rust,5,2500000,1963,0.359,19072,0,81% 80% 90% 91%,0.107,0.368,0.000
fasta,rust,5,25000000,1963,3.494,19072,0,96% 89% 89% 88%,0.965,3.516,0.000
fasta,rust,5,25000000,1963,3.414,19072,0,92% 90% 88% 88%,0.953,3.434,0.000
fasta,rust,5,25000000,1963,3.369,19072,0,90% 90% 89% 93%,0.934,3.393,0.000
fasta,rust,5,25000000,1963,3.368,19072,0,90% 91% 94% 92%,0.927,3.420,0.000
fasta,rust,5,25000000,1963,3.421,19072,0,92% 89% 89% 90%,0.950,3.445,0.000
fasta,rust,5,25000000,1963,3.414,19072,0,89% 89% 94% 91%,0.944,3.449,0.000
fasta,go,1,250000,1055,0.044,19804,0,83% 20% 0% 0%,0.044,0.045,0.000
fasta,go,1,2500000,1055,0.396,19804,0,0% 97% 5% 0%,0.395,0.405,0.000
fasta,go,1,25000000,1055,3.924,19804,0,0% 0% 100% 0%,3.912,3.963,0.000
fasta,go,1,25000000,1055,3.745,19804,0,0% 0% 99% 0%,3.736,3.792,0.000
fasta,go,1,25000000,1055,3.744,19804,0,0% 100% 0% 0%,3.735,3.795,0.000
fasta,go,1,25000000,1055,3.742,19804,0,100% 0% 0% 0%,3.735,3.772,0.000
fasta,go,1,25000000,1055,3.745,19804,0,1% 100% 0% 0%,3.736,3.800,0.000
fasta,go,1,25000000,1055,3.741,19804,0,0% 100% 0% 0%,3.733,3.793,0.000
fasta,mri,4,250000,864,3.258,19688,0,0% 0% 92% 2%,3.524,3.365,0.000
fasta,mri,4,2500000,864,39.280,30080,0,100% 0% 0% 0%,39.288,39.524,0.000
fasta,mri,4,25000000,864,322.994,275584,0,97% 2% 0% 0%,323.364,324.011,0.000
fasta,rust,2,250000,1910,0.043,19072,0,33% 33% 33% 50%,0.032,0.048,0.000
fasta,rust,2,2500000,1910,0.354,19072,0,90% 83% 90% 80%,0.103,0.356,0.000
fasta,rust,2,25000000,1910,3.491,19072,0,90% 88% 96% 88%,0.966,3.523,0.000
fasta,rust,2,25000000,1910,3.403,19072,0,94% 88% 88% 89%,0.949,3.426,0.000
fasta,rust,2,25000000,1910,3.380,19072,0,89% 89% 93% 90%,0.942,3.419,0.000
fasta,rust,2,25000000,1910,3.370,19072,0,89% 89% 92% 89%,0.939,3.390,0.000
fasta,rust,2,25000000,1910,3.402,19072,0,89% 88% 93% 89%,0.952,3.441,0.000
fasta,rust,2,25000000,1910,3.406,19072,0,89% 90% 93% 90%,0.944,3.439,0.000
fasta,icx,8,250000,1299,0.035,19684,0,0% 25% 0% 0%,0.156,0.039,0.000
fasta,icx,8,2500000,1299,0.166,19684,0,0% 0% 100% 6%,0.167,0.177,0.000
fasta,icx,8,25000000,1299,1.584,19684,0,1% 99% 1% 1%,1.585,1.647,0.000
fasta,icx,8,25000000,1299,1.437,19684,0,0% 0% 1% 100%,1.438,1.468,0.000
fasta,icx,8,25000000,1299,1.437,19684,0,0% 100% 2% 0%,1.438,1.478,0.000
fasta,icx,8,25000000,1299,1.434,19684,0,1% 100% 0% 0%,1.435,1.465,0.000
fasta,icx,8,25000000,1299,1.432,19684,0,0% 100% 1% 0%,1.433,1.463,0.000
fasta,icx,8,25000000,1299,1.428,19684,0,0% 100% 1% 0%,1.429,1.449,0.000
fasta,ruby,3,250000,1035,0.565,22656,0,2% 41% 10% 0%,1.048,0.581,0.000
fasta,ruby,3,2500000,1035,3.710,32000,0,92% 8% 1% 0%,3.712,3.783,0.000
fasta,ruby,3,25000000,1035,36.006,119936,0,0% 0% 99% 0%,36.194,36.194,0.000
fasta,ruby,3,25000000,1035,35.928,119808,0,0% 0% 0% 100%,35.931,36.110,0.000
fasta,ruby,3,25000000,1035,35.814,120064,0,0% 100% 0% 0%,35.819,36.177,0.000
fasta,ruby,3,25000000,1035,36.053,119808,0,0% 100% 0% 0%,36.059,36.275,0.000
fasta,ruby,3,25000000,1035,35.734,120064,0,0% 0% 100% 0%,35.738,35.917,0.000
fasta,ruby,3,25000000,1035,35.911,119936,0,0% 100% 0% 0%,35.916,36.060,0.000
fasta,rust,4,250000,944,0.050,19072,0,0% 0% 83% 0%,0.057,0.048,0.000
fasta,rust,4,2500000,944,0.384,19072,0,2% 0% 100% 2%,0.385,0.405,0.000
fasta,rust,4,25000000,944,3.742,123648,0,100% 0% 0% 0%,3.743,3.765,0.000
fasta,rust,4,25000000,944,3.581,123652,0,100% 0% 0% 0%,3.581,3.624,0.000
fasta,rust,4,25000000,944,3.589,123656,0,0% 1% 100% 0%,3.589,3.672,0.000
fasta,rust,4,25000000,944,3.585,123652,0,0% 100% 1% 0%,3.586,3.658,0.000
fasta,rust,4,25000000,944,3.585,123648,0,2% 0% 0% 100%,3.586,3.668,0.000
fasta,rust,4,25000000,944,3.577,123656,0,0% 0% 0% 100%,3.579,3.611,0.000
fasta,gcc,5,250000,1286,0.020,19684,0,100% 0% 0% 0%,0.020,0.020,0.000
fasta,gcc,5,2500000,1286,0.144,19684,0,6% 0% 0% 100%,0.144,0.154,0.000
fasta,gcc,5,25000000,1286,1.396,19684,0,0% 100% 0% 0%,1.397,1.407,0.000
fasta,gcc,5,25000000,1286,1.237,19684,0,100% 2% 0% 0%,1.239,1.268,0.000
fasta,gcc,5,25000000,1286,1.247,19684,0,0% 0% 100% 1%,1.248,1.268,0.000
fasta,gcc,5,25000000,1286,1.238,19684,0,99% 1% 0% 0%,1.238,1.258,0.000
fasta,gcc,5,25000000,1286,1.236,19684,0,100% 0% 2% 0%,1.238,1.267,0.000
fasta,gcc,5,25000000,1286,1.240,19684,0,1% 0% 100% 0%,1.240,1.280,0.000
fasta,rust,1,250000,1240,0.079,19072,0,0% 72% 8% 0%,0.109,0.089,0.000
fasta,rust,1,2500000,1240,0.629,19072,0,0% 0% 100% 0%,0.630,0.630,0.000
fasta,rust,1,25000000,1240,6.309,19072,0,1% 0% 0% 100%,6.310,6.411,0.000
fasta,rust,1,25000000,1240,4.437,19072,0,100% 0% 0% 0%,4.438,4.478,0.000
fasta,rust,1,25000000,1240,4.339,19072,0,1% 100% 1% 2%,4.341,4.571,0.000
fasta,rust,1,25000000,1240,4.358,19072,0,70% 30% 0% 0%,4.361,4.426,0.000
fasta,rust,1,25000000,1240,4.332,19072,0,0% 100% 0% 0%,4.334,4.364,0.000
fasta,rust,1,25000000,1240,4.212,19072,0,32% 67% 0% 0%,4.214,4.252,0.000
fasta,icx,5,250000,1286,0.018,19684,0,100% 0% 0% 0%,0.018,0.018,0.000
fasta,icx,5,2500000,1286,0.128,19684,0,0% 0% 92% 0%,0.129,0.120,0.000
fasta,icx,5,25000000,1286,1.213,19684,0,1% 2% 100% 0%,1.214,1.273,0.000
fasta,icx,5,25000000,1286,1.062,19684,0,0% 0% 100% 0%,1.063,1.082,0.000
fasta,icx,5,25000000,1286,1.062,19684,0,0% 0% 1% 100%,1.063,1.083,0.000
fasta,icx,5,25000000,1286,1.054,19684,0,0% 0% 1% 100%,1.055,1.065,0.000
fasta,icx,5,25000000,1286,1.060,19684,0,100% 0% 0% 0%,1.061,1.061,0.000
fasta,icx,5,25000000,1286,1.065,19684,0,0% 1% 100% 0%,1.066,1.076,0.000
fasta,icx,4,250000,1244,0.000,0,-11,%,0.000,0.000,0.000
fasta,icx,4,2500000,1244,0.000,0,-11,%,0.000,0.000,0.000
fasta,icx,4,25000000,1244,0.000,0,-11,%,0.000,0.000,0.000
fasta,pharo,2,250000,1381,0.915,76672,0,0% 36% 1% 0%,2.400,0.938,0.000
fasta,pharo,2,2500000,1381,4.555,76800,0,1% 99% 0% 1%,4.523,4.655,0.000
fasta,pharo,2,25000000,1381,43.472,76800,0,0% 99% 1% 0%,43.501,43.849,0.000
fasta,pharo,2,25000000,1381,42.982,76672,0,0% 0% 100% 0%,42.698,43.338,0.000
fasta,pharo,2,25000000,1381,42.998,76800,0,1% 0% 100% 0%,42.714,43.611,0.000
fasta,pharo,2,25000000,1381,42.985,76800,0,0% 0% 100% 0%,42.703,43.386,0.000
fasta,pharo,2,25000000,1381,42.999,76800,0,0% 0% 0% 100%,42.716,43.442,0.000
fasta,pharo,2,25000000,1381,42.997,76672,0,0% 0% 100% 0%,42.713,43.439,0.000
fasta,gcc,1,250000,1213,0.048,19684,0,20% 100% 0% 0%,0.048,0.058,0.000
fasta,gcc,1,2500000,1213,0.398,19684,0,0% 100% 2% 0%,0.398,0.409,0.000
fasta,gcc,1,25000000,1213,3.908,19684,0,0% 0% 99% 0%,3.910,3.941,0.000
fasta,gcc,1,25000000,1213,3.735,19684,0,100% 0% 0% 1%,3.737,3.789,0.000
fasta,gcc,1,25000000,1213,3.738,19684,0,100% 0% 0% 1%,3.739,3.799,0.000
fasta,gcc,1,25000000,1213,3.743,19684,0,0% 100% 0% 0%,3.744,3.774,0.000
fasta,gcc,1,25000000,1213,3.742,19684,0,1% 0% 100% 0%,3.745,3.823,0.000
fasta,gcc,1,25000000,1213,3.744,19684,0,0% 100% 0% 1%,3.745,3.827,0.000
fasta,icx,1,250000,1213,0.039,19684,0,0% 0% 100% 0%,0.040,0.040,0.000
fasta,icx,1,2500000,1213,0.313,19684,0,6% 0% 0% 100%,0.313,0.333,0.000
fasta,icx,1,25000000,1213,3.092,19684,0,0% 0% 0% 100%,3.092,3.139,0.000
fasta,icx,1,25000000,1213,2.921,19684,0,1% 0% 0% 100%,2.922,2.972,0.000
fasta,icx,1,25000000,1213,2.922,19684,0,0% 100% 0% 0%,2.924,2.944,0.000
fasta,icx,1,25000000,1213,2.915,19684,0,100% 0% 0% 0%,2.917,2.955,0.000
fasta,icx,1,25000000,1213,2.926,19684,0,0% 0% 100% 0%,2.926,2.964,0.000
fasta,icx,1,25000000,1213,2.922,19684,0,0% 0% 0% 100%,2.922,2.922,0.000
fasta,dartjit,2,250000,1075,1.485,156240,0,8% 6% 15% 16%,3.234,1.517,0.000
fasta,dartjit,2,2500000,1075,2.746,154100,0,8% 4% 94% 6%,2.401,2.742,0.000
fasta,dartjit,2,25000000,1075,19.929,154180,0,26% 73% 0% 1%,19.595,19.967,0.000
fasta,dartjit,2,25000000,1075,15.917,155024,0,5% 2% 92% 1%,15.573,15.962,0.000
fasta,dartjit,2,25000000,1075,15.722,154432,0,38% 62% 1% 1%,15.376,15.807,0.000
fasta,dartjit,2,25000000,1075,15.839,154460,0,1% 98% 1% 1%,15.494,15.881,0.000
fasta,dartjit,2,25000000,1075,15.907,153640,0,1% 1% 97% 1%,15.566,15.955,0.000
fasta,dartjit,2,25000000,1075,16.120,154072,0,1% 2% 1% 98%,15.780,16.206,0.000
fasta,php,2,250000,1054,0.382,19656,0,0% 1% 36% 0%,1.025,0.389,0.000
fasta,php,2,2500000,1054,3.193,19656,0,0% 100% 0% 0%,3.194,3.213,0.000
fasta,php,2,25000000,1054,31.512,19656,0,0% 0% 99% 0%,31.769,31.610,0.000
fasta,php,2,25000000,1054,28.790,19656,0,0% 100% 0% 0%,28.793,28.908,0.000
fasta,php,2,25000000,1054,28.864,19656,0,0% 0% 100% 0%,28.867,28.954,0.000
fasta,php,2,25000000,1054,28.768,19656,0,15% 84% 0% 0%,28.770,28.885,0.000
fasta,php,2,25000000,1054,28.770,19656,0,0% 100% 0% 0%,28.772,28.858,0.000
fasta,php,2,25000000,1054,28.749,19656,0,0% 100% 0% 0%,28.751,28.751,0.000
fasta,gcc,9,250000,1469,0.016,19684,0,100% 0% 0% 0%,0.017,0.017,0.000
fasta,gcc,9,2500000,1469,0.104,19684,0,0% 9% 0% 90%,0.105,0.105,0.000
fasta,gcc,9,25000000,1469,0.951,19684,0,1% 0% 0% 100%,0.952,0.962,0.000
fasta,gcc,9,25000000,1469,0.784,19684,0,0% 0% 100% 0%,0.785,0.785,0.000
fasta,gcc,9,25000000,1469,0.777,19684,0,100% 1% 0% 1%,0.777,0.797,0.000
fasta,gcc,9,25000000,1469,0.778,19684,0,100% 1% 0% 0%,0.779,0.789,0.000
fasta,gcc,9,25000000,1469,0.777,19684,0,100% 0% 0% 2%,0.778,0.798,0.000
fasta,gcc,9,25000000,1469,0.777,19684,0,100% 0% 0% 0%,0.777,0.777,0.000
fasta,dartexe,4,250000,1307,0.055,19656,0,14% 0% 71% 0%,0.063,0.054,0.000
fasta,dartexe,4,2500000,1307,0.430,71552,0,7% 2% 2% 97%,0.415,0.455,0.000
fasta,dartexe,4,25000000,1307,4.229,402732,0,0% 1% 99% 3%,4.098,4.242,0.000
fasta,dartexe,4,25000000,1307,4.129,402944,0,0% 3% 3% 96%,4.026,4.159,0.000
fasta,dartexe,4,25000000,1307,4.131,402868,0,0% 3% 95% 2%,4.029,4.130,0.000
fasta,dartexe,4,25000000,1307,4.128,403016,0,2% 1% 0% 98%,4.026,4.147,0.000
fasta,dartexe,4,25000000,1307,4.126,403060,0,2% 1% 2% 95%,4.022,4.126,0.000
fasta,dartexe,4,25000000,1307,4.135,402888,0,0% 98% 2% 3%,4.031,4.188,0.000
fasta,ruby,4,250000,864,1.158,24192,0,67% 0% 0% 0%,1.720,1.165,0.000
fasta,ruby,4,2500000,864,10.826,45952,0,0% 0% 0% 100%,10.828,10.925,0.000
fasta,ruby,4,25000000,864,97.695,266240,0,0% 0% 0% 99%,98.029,98.127,0.000
fasta,ruby,4,25000000,864,96.549,266368,0,3% 96% 0% 0%,96.558,96.944,0.000
fasta,ruby,4,25000000,864,96.759,266368,0,4% 96% 0% 0%,96.781,98.426,0.000
fasta,ruby,4,25000000,864,96.663,266368,0,0% 100% 0% 0%,96.674,96.964,0.000
fasta,ruby,4,25000000,864,97.720,266368,0,2% 0% 1% 100%,97.731,101.640,0.000
fasta,ruby,4,25000000,864,97.723,266368,0,15% 85% 0% 0%,97.734,98.125,0.000
fasta,julia,6,250000,1213,2.375,295936,0,19% 7% 6% 3%,6.810,2.493,0.000
fasta,julia,6,2500000,1213,2.218,371456,0,44% 29% 40% 94%,1.108,2.310,0.000
fasta,julia,6,25000000,1213,4.671,444556,0,46% 47% 68% 67%,2.047,4.692,0.000
fasta,julia,6,25000000,1213,4.661,380080,0,65% 64% 58% 46%,2.013,4.701,0.000
fasta,julia,6,25000000,1213,4.597,403764,0,62% 54% 48% 65%,2.021,4.657,0.000
fasta,julia,6,25000000,1213,4.860,433380,0,50% 51% 86% 44%,2.103,4.901,0.000
fasta,julia,6,25000000,1213,4.403,380076,0,48% 62% 38% 72%,2.006,4.448,0.000
fasta,julia,6,25000000,1213,4.521,394076,0,73% 46% 49% 54%,2.046,4.577,0.000
fasta,swift,1,250000,1533,0.103,19664,0,21% 0% 0% 0%,0.501,0.108,0.000
fasta,swift,1,2500000,1533,0.534,19664,0,0% 100% 0% 1%,0.535,0.545,0.000
fasta,swift,1,25000000,1533,5.323,19664,0,85% 14% 1% 0%,5.324,5.436,0.000
fasta,swift,1,25000000,1533,5.168,19664,0,1% 0% 0% 100%,5.169,5.282,0.000
fasta,swift,1,25000000,1533,5.201,19664,0,1% 0% 0% 100%,5.202,5.306,0.000
fasta,swift,1,25000000,1533,5.162,19664,0,100% 0% 0% 0%,5.163,5.194,0.000
fasta,swift,1,25000000,1533,5.173,19664,0,0% 0% 0% 100%,5.174,5.225,0.000
fasta,swift,1,25000000,1533,5.167,19664,0,0% 0% 0% 100%,5.168,5.219,0.000
fasta,erlang,1,250000,1045,2.257,54404,0,46% 44% 2% 10%,2.207,2.280,0.000
fasta,erlang,1,2500000,1045,17.643,55460,0,96% 4% 97% 2%,8.803,17.721,0.000
fasta,erlang,1,25000000,1045,170.838,55008,0,76% 69% 32% 25%,84.142,171.397,0.000
fasta,go,3,250000,1362,0.050,19804,0,66% 66% 66% 50%,0.022,0.055,0.000
fasta,go,3,2500000,1362,0.429,19804,0,80% 75% 87% 41%,0.158,0.449,0.000
fasta,go,3,25000000,1362,4.351,19804,0,49% 84% 81% 66%,1.565,4.391,0.000
fasta,go,3,25000000,1362,4.088,19804,0,74% 80% 76% 42%,1.503,4.122,0.000
fasta,go,3,25000000,1362,4.098,19804,0,81% 80% 48% 63%,1.510,4.129,0.000
fasta,go,3,25000000,1362,4.098,19804,0,49% 81% 65% 75%,1.513,4.124,0.000
fasta,go,3,25000000,1362,4.093,19804,0,83% 52% 74% 64%,1.505,4.136,0.000
fasta,go,3,25000000,1362,4.103,19804,0,62% 80% 82% 48%,1.511,4.126,0.000
fasta,fpascal,6,250000,1196,0.066,19636,0,0% 0% 0% 100%,0.066,0.066,0.000
fasta,fpascal,6,2500000,1196,0.589,19636,0,100% 1% 3% 0%,0.589,0.620,0.000
fasta,fpascal,6,25000000,1196,5.730,19636,0,0% 0% 0% 100%,5.731,5.788,0.000
fasta,fpascal,6,25000000,1196,5.599,19636,0,0% 100% 0% 0%,5.601,5.634,0.000
fasta,fpascal,6,25000000,1196,5.599,19636,0,0% 0% 0% 100%,5.601,5.662,0.000
fasta,fpascal,6,25000000,1196,5.599,19636,0,99% 0% 0% 0%,5.600,5.678,0.000
fasta,fpascal,6,25000000,1196,5.599,19636,0,0% 0% 0% 99%,5.600,5.651,0.000
fasta,fpascal,6,25000000,1196,5.597,19636,0,100% 0% 0% 1%,5.598,5.693,0.000
fasta,csharpaot,1,250000,2113,0.084,19680,0,9% 17% 13% 9%,0.222,0.108,0.000
fasta,csharpaot,1,2500000,2113,0.604,26752,0,72% 94% 94% 88%,0.183,0.640,0.000
fasta,csharpaot,1,25000000,2113,5.534,29184,0,89% 92% 92% 93%,1.519,5.600,0.000
fasta,csharpaot,1,25000000,2113,5.293,29568,0,87% 91% 92% 89%,1.495,5.396,0.000
fasta,csharpaot,1,25000000,2113,5.183,29312,0,94% 95% 94% 89%,1.400,5.237,0.000
fasta,csharpaot,1,25000000,2113,5.270,29696,0,93% 89% 88% 95%,1.459,5.356,0.000
fasta,csharpaot,1,25000000,2113,5.201,29312,0,93% 92% 93% 96%,1.404,5.272,0.000
fasta,csharpaot,1,25000000,2113,5.273,29824,0,95% 89% 89% 91%,1.458,5.337,0.000
fasta,swift,3,250000,2097,0.117,22508,0,3% 1% 7% 3%,0.807,0.131,0.000
fasta,swift,3,2500000,2097,0.590,29200,0,66% 53% 57% 39%,0.279,0.606,0.000
fasta,swift,3,25000000,2097,5.513,29268,0,11% 92% 70% 75%,2.218,5.542,0.000
fasta,swift,3,25000000,2097,5.355,29456,0,62% 39% 72% 73%,2.184,5.405,0.000
fasta,swift,3,25000000,2097,5.368,29456,0,62% 61% 70% 53%,2.189,5.412,0.000
fasta,swift,3,25000000,2097,5.360,29456,0,69% 73% 62% 43%,2.187,5.427,0.000
fasta,swift,3,25000000,2097,5.349,29276,0,5% 93% 77% 71%,2.180,5.384,0.000
fasta,swift,3,25000000,2097,5.362,29328,0,64% 55% 63% 64%,2.187,5.423,0.000
fasta,graalvm,6,250000,2549,0.810,65408,0,13% 9% 9% 6%,2.126,0.825,0.000
fasta,graalvm,6,2500000,2549,2.198,103228,0,87% 33% 92% 87%,0.744,2.243,0.000
fasta,graalvm,6,25000000,2549,3.773,107992,0,62% 66% 56% 85%,1.409,3.803,0.000
fasta,graalvm,6,25000000,2549,3.684,106568,0,79% 78% 65% 65%,1.303,3.760,0.000
fasta,graalvm,6,25000000,2549,3.726,107336,0,79% 86% 73% 48%,1.308,3.768,0.000
fasta,graalvm,6,25000000,2549,3.691,107604,0,83% 60% 75% 66%,1.314,3.748,0.000
fasta,graalvm,6,25000000,2549,3.672,106840,0,68% 84% 72% 60%,1.313,3.753,0.000
fasta,graalvm,6,25000000,2549,3.700,106952,0,87% 48% 71% 79%,1.300,3.726,0.000
fasta,gcc,6,250000,1936,0.043,19684,0,0% 20% 20% 28%,0.062,0.042,0.000
fasta,gcc,6,2500000,1936,0.327,19684,0,90% 100% 9% 100%,0.117,0.351,0.000
fasta,gcc,6,25000000,1936,3.194,19684,0,94% 92% 97% 0%,1.122,3.206,0.000
fasta,gcc,6,25000000,1936,2.765,19684,0,100% 97% 1% 97%,0.939,2.787,0.000
fasta,gcc,6,25000000,1936,2.764,19684,0,100% 2% 96% 96%,0.939,2.776,0.000
fasta,gcc,6,25000000,1936,2.765,19684,0,97% 100% 1% 98%,0.939,2.798,0.000
fasta,gcc,6,25000000,1936,2.724,19684,0,93% 2% 92% 97%,0.961,2.752,0.000
fasta,gcc,6,25000000,1936,2.735,19684,0,97% 1% 95% 94%,0.954,2.760,0.000
fasta,julia,5,250000,957,1.122,264320,0,8% 1% 5% 5%,5.978,1.196,0.000
fasta,julia,5,2500000,957,0.805,265168,0,22% 77% 11% 2%,0.714,0.812,0.000
fasta,julia,5,25000000,957,2.659,265088,0,99% 0% 4% 1%,2.569,2.710,0.000
fasta,julia,5,25000000,957,2.524,265296,0,93% 0% 1% 10%,2.434,2.582,0.000
fasta,julia,5,25000000,957,2.532,265216,0,4% 99% 0% 2%,2.441,2.622,0.000
fasta,julia,5,25000000,957,2.524,265328,0,5% 99% 1% 1%,2.433,2.604,0.000
fasta,julia,5,25000000,957,2.546,265472,0,1% 0% 10% 93%,2.455,2.604,0.000
fasta,julia,5,25000000,957,2.527,265216,0,0% 7% 93% 4%,2.435,2.555,0.000
fasta,rust,3,250000,1235,0.036,19072,0,57% 0% 0% 0%,0.066,0.038,0.000
